,Unnamed: 0,cluster_name,container_base_image,container_name,labels,namespace_name,nodename,pod_name,time,type,value
255,255,default,k8s.gcr.io/kube-scheduler-amd64:v1.10.0,kube-scheduler,"component:kube-scheduler,tier:control-plane",kube-system,minikube,kube-scheduler-minikube,2019-03-13T15:57:00Z,pod_container,26039688790
256,256,default,k8s.gcr.io/etcd-amd64:3.1.12,etcd,"component:etcd,tier:control-plane",kube-system,minikube,etcd-minikube,2019-03-13T15:57:00Z,pod_container,96372408693
257,257,default,k8s.gcr.io/heapster-amd64:v1.5.3,heapster,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:heapster,version:v1.5.3",kube-system,minikube,heapster-sqhwg,2019-03-13T15:57:00Z,pod_container,843990917
258,258,default,,pods,,,minikube,,2019-03-13T15:57:00Z,sys_container,462004589534
259,259,default,k8s.gcr.io/kube-apiserver-amd64:v1.10.0,kube-apiserver,"component:kube-apiserver,tier:control-plane",kube-system,minikube,kube-apiserver-minikube,2019-03-13T15:57:00Z,pod_container,98369896739
260,260,default,,pods,,,minikube,,2019-03-13T15:58:00Z,sys_container,544647508025
261,261,default,k8s.gcr.io/kube-apiserver-amd64:v1.10.0,kube-apiserver,"component:kube-apiserver,tier:control-plane",kube-system,minikube,kube-apiserver-minikube,2019-03-13T15:58:00Z,pod_container,103772144550
262,262,default,k8s.gcr.io/kube-controller-manager-amd64:v1.10.0,kube-controller-manager,"component:kube-controller-manager,tier:control-plane",kube-system,minikube,kube-controller-manager-minikube,2019-03-13T15:58:00Z,pod_container,105929065356
263,263,default,gcr.io/kubernetes-helm/tiller:v2.12.3,tiller,"app:helm,name:tiller,pod-template-hash:3551410923",kube-system,minikube,tiller-deploy-7995854f67-9qmq9,2019-03-13T15:58:00Z,pod_container,1442863055
264,264,default,,docker-daemon,,,minikube,,2019-03-13T15:58:00Z,sys_container,326227672731
265,265,default,,kubelet,,,minikube,,2019-03-13T15:58:00Z,sys_container,100520346039
266,266,default,k8s.gcr.io/heapster-grafana-amd64:v4.4.3,grafana,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:influx-grafana",kube-system,minikube,influxdb-grafana-5hmvj,2019-03-13T15:58:00Z,pod_container,3819065917
267,267,default,k8s.gcr.io/heapster-influxdb-amd64:v1.3.3,influxdb,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:influx-grafana",kube-system,minikube,influxdb-grafana-5hmvj,2019-03-13T15:58:00Z,pod_container,5245126136
268,268,default,k8s.gcr.io/k8s-dns-kube-dns-amd64:1.14.8,kubedns,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T15:58:00Z,pod_container,1853088956
269,269,default,k8s.gcr.io/kubernetes-dashboard-amd64:v1.10.0,kubernetes-dashboard,"addonmanager.kubernetes.io/mode:Reconcile,app:kubernetes-dashboard,pod-template-hash:2907971843,version:v1.10.0",kube-system,minikube,kubernetes-dashboard-6f4cfc5d87-nj9l2,2019-03-13T15:58:00Z,pod_container,812820139
270,270,default,k8s.gcr.io/heapster-amd64:v1.5.3,heapster,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:heapster,version:v1.5.3",kube-system,minikube,heapster-sqhwg,2019-03-13T15:58:00Z,pod_container,897475785
271,271,default,k8s.gcr.io/k8s-dns-dnsmasq-nanny-amd64:1.14.8,dnsmasq,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T15:58:00Z,pod_container,2774795008
272,272,default,k8s.gcr.io/k8s-dns-sidecar-amd64:1.14.8,sidecar,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T15:58:00Z,pod_container,2437419853
273,273,default,gcr.io/k8s-minikube/storage-provisioner:v1.8.1,storage-provisioner,"addonmanager.kubernetes.io/mode:Reconcile,integration-test:storage-provisioner",kube-system,minikube,storage-provisioner,2019-03-13T15:58:00Z,pod_container,982467697
274,274,default,,,"beta.kubernetes.io/arch:amd64,beta.kubernetes.io/os:linux,kubernetes.io/hostname:minikube,node-role.kubernetes.io/master:",,minikube,,2019-03-13T15:58:00Z,node,1067789896664
275,275,default,blackflagxxx/abench-influxdb-client:latest,influxdb-client,"app:influxdb-client,pod-template-hash:3160545435",kube-system,minikube,influxdb-client-75b4989879-tl9mm,2019-03-13T15:58:00Z,pod_container,1853882520
276,276,default,thadoop:latest,yarn-rm,"app:hadoop,component:yarn-rm,controller-revision-hash:thadoop-hadoop-yarn-rm-846f95589d,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-rm-0",default,minikube,thadoop-hadoop-yarn-rm-0,2019-03-13T15:58:00Z,pod_container,30218110971
277,277,default,k8s.gcr.io/etcd-amd64:3.1.12,etcd,"component:etcd,tier:control-plane",kube-system,minikube,etcd-minikube,2019-03-13T15:58:00Z,pod_container,99770380626
278,278,default,k8s.gcr.io/kube-addon-manager:v8.6,kube-addon-manager,"component:kube-addon-manager,kubernetes.io/minikube-addons:addon-manager,version:v8.6",kube-system,minikube,kube-addon-manager-minikube,2019-03-13T15:58:00Z,pod_container,72389393912
279,279,default,thadoop:latest,yarn-nm,"app:hadoop,component:yarn-nm,controller-revision-hash:thadoop-hadoop-yarn-nm-cb755ff8b,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-nm-0",default,minikube,thadoop-hadoop-yarn-nm-0,2019-03-13T15:58:00Z,pod_container,427771468
280,280,default,thadoop:latest,hdfs-nn,"app:hadoop,component:hdfs-nn,controller-revision-hash:thadoop-hadoop-hdfs-nn-854889dc98,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-hdfs-nn-0",default,minikube,thadoop-hadoop-hdfs-nn-0,2019-03-13T15:58:00Z,pod_container,16649275652
281,281,default,k8s.gcr.io/kube-scheduler-amd64:v1.10.0,kube-scheduler,"component:kube-scheduler,tier:control-plane",kube-system,minikube,kube-scheduler-minikube,2019-03-13T15:58:00Z,pod_container,27120096691
282,282,default,thadoop:latest,hdfs-dn,"app:hadoop,component:hdfs-dn,controller-revision-hash:thadoop-hadoop-hdfs-dn-698685c795,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-hdfs-dn-0",default,minikube,thadoop-hadoop-hdfs-dn-0,2019-03-13T15:58:00Z,pod_container,10862792375
283,283,default,k8s.gcr.io/kube-proxy-amd64:v1.10.0,kube-proxy,"controller-revision-hash:1193416634,k8s-app:kube-proxy,pod-template-generation:1",kube-system,minikube,kube-proxy-bd9mv,2019-03-13T15:58:00Z,pod_container,7331192528
284,284,default,thadoop:latest,hdfs-dn,"app:hadoop,component:hdfs-dn,controller-revision-hash:thadoop-hadoop-hdfs-dn-698685c795,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-hdfs-dn-0",default,minikube,thadoop-hadoop-hdfs-dn-0,2019-03-13T15:59:00Z,pod_container,11843312552
285,285,default,k8s.gcr.io/kube-proxy-amd64:v1.10.0,kube-proxy,"controller-revision-hash:1193416634,k8s-app:kube-proxy,pod-template-generation:1",kube-system,minikube,kube-proxy-bd9mv,2019-03-13T15:59:00Z,pod_container,7632222323
286,286,default,k8s.gcr.io/heapster-influxdb-amd64:v1.3.3,influxdb,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:influx-grafana",kube-system,minikube,influxdb-grafana-5hmvj,2019-03-13T15:59:00Z,pod_container,5399811161
287,287,default,k8s.gcr.io/kube-controller-manager-amd64:v1.10.0,kube-controller-manager,"component:kube-controller-manager,tier:control-plane",kube-system,minikube,kube-controller-manager-minikube,2019-03-13T15:59:00Z,pod_container,111677689270
288,288,default,,pods,,,minikube,,2019-03-13T15:59:00Z,sys_container,637262121954
289,289,default,k8s.gcr.io/kube-apiserver-amd64:v1.10.0,kube-apiserver,"component:kube-apiserver,tier:control-plane",kube-system,minikube,kube-apiserver-minikube,2019-03-13T15:59:00Z,pod_container,110633000091
290,290,default,k8s.gcr.io/heapster-grafana-amd64:v4.4.3,grafana,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:influx-grafana",kube-system,minikube,influxdb-grafana-5hmvj,2019-03-13T15:59:00Z,pod_container,3912978362
291,291,default,gcr.io/kubernetes-helm/tiller:v2.12.3,tiller,"app:helm,name:tiller,pod-template-hash:3551410923",kube-system,minikube,tiller-deploy-7995854f67-9qmq9,2019-03-13T15:59:00Z,pod_container,1454174673
292,292,default,,kubelet,,,minikube,,2019-03-13T15:59:00Z,sys_container,108615675954
293,293,default,,docker-daemon,,,minikube,,2019-03-13T15:59:00Z,sys_container,335951140508
294,294,default,k8s.gcr.io/kube-scheduler-amd64:v1.10.0,kube-scheduler,"component:kube-scheduler,tier:control-plane",kube-system,minikube,kube-scheduler-minikube,2019-03-13T15:59:00Z,pod_container,28769505192
295,295,default,gcr.io/k8s-minikube/storage-provisioner:v1.8.1,storage-provisioner,"addonmanager.kubernetes.io/mode:Reconcile,integration-test:storage-provisioner",kube-system,minikube,storage-provisioner,2019-03-13T15:59:00Z,pod_container,1043660208
296,296,default,k8s.gcr.io/heapster-amd64:v1.5.3,heapster,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:heapster,version:v1.5.3",kube-system,minikube,heapster-sqhwg,2019-03-13T15:59:00Z,pod_container,962542584
297,297,default,k8s.gcr.io/k8s-dns-kube-dns-amd64:1.14.8,kubedns,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T15:59:00Z,pod_container,1955621124
298,298,default,k8s.gcr.io/kubernetes-dashboard-amd64:v1.10.0,kubernetes-dashboard,"addonmanager.kubernetes.io/mode:Reconcile,app:kubernetes-dashboard,pod-template-hash:2907971843,version:v1.10.0",kube-system,minikube,kubernetes-dashboard-6f4cfc5d87-nj9l2,2019-03-13T15:59:00Z,pod_container,858823799
299,299,default,k8s.gcr.io/k8s-dns-sidecar-amd64:1.14.8,sidecar,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T15:59:00Z,pod_container,2590377383
300,300,default,k8s.gcr.io/k8s-dns-dnsmasq-nanny-amd64:1.14.8,dnsmasq,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T15:59:00Z,pod_container,2812989755
301,301,default,thadoop:latest,yarn-nm,"app:hadoop,component:yarn-nm,controller-revision-hash:thadoop-hadoop-yarn-nm-cb755ff8b,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-nm-1",default,minikube,thadoop-hadoop-yarn-nm-1,2019-03-13T15:59:00Z,pod_container,436294779
302,302,default,thadoop:latest,hdfs-nn,"app:hadoop,component:hdfs-nn,controller-revision-hash:thadoop-hadoop-hdfs-nn-854889dc98,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-hdfs-nn-0",default,minikube,thadoop-hadoop-hdfs-nn-0,2019-03-13T15:59:00Z,pod_container,65776167234
303,303,default,thadoop:latest,yarn-rm,"app:hadoop,component:yarn-rm,controller-revision-hash:thadoop-hadoop-yarn-rm-846f95589d,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-rm-0",default,minikube,thadoop-hadoop-yarn-rm-0,2019-03-13T15:59:00Z,pod_container,31227640250
304,304,default,,,"beta.kubernetes.io/arch:amd64,beta.kubernetes.io/os:linux,kubernetes.io/hostname:minikube,node-role.kubernetes.io/master:",,minikube,,2019-03-13T15:59:00Z,node,1178514398592
305,305,default,blackflagxxx/abench-influxdb-client:latest,influxdb-client,"app:influxdb-client,pod-template-hash:3160545435",kube-system,minikube,influxdb-client-75b4989879-tl9mm,2019-03-13T15:59:00Z,pod_container,1967633385
306,306,default,thadoop:latest,yarn-nm,"app:hadoop,component:yarn-nm,controller-revision-hash:thadoop-hadoop-yarn-nm-cb755ff8b,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-nm-0",default,minikube,thadoop-hadoop-yarn-nm-0,2019-03-13T15:59:00Z,pod_container,18599324296
307,307,default,k8s.gcr.io/etcd-amd64:3.1.12,etcd,"component:etcd,tier:control-plane",kube-system,minikube,etcd-minikube,2019-03-13T15:59:00Z,pod_container,102941833280
308,308,default,k8s.gcr.io/kube-addon-manager:v8.6,kube-addon-manager,"component:kube-addon-manager,kubernetes.io/minikube-addons:addon-manager,version:v8.6",kube-system,minikube,kube-addon-manager-minikube,2019-03-13T15:59:00Z,pod_container,73349879182
309,309,default,k8s.gcr.io/etcd-amd64:3.1.12,etcd,"component:etcd,tier:control-plane",kube-system,minikube,etcd-minikube,2019-03-13T16:00:00Z,pod_container,105129421338
310,310,default,k8s.gcr.io/kube-addon-manager:v8.6,kube-addon-manager,"component:kube-addon-manager,kubernetes.io/minikube-addons:addon-manager,version:v8.6",kube-system,minikube,kube-addon-manager-minikube,2019-03-13T16:00:00Z,pod_container,75206628550
311,311,default,gcr.io/kubernetes-helm/tiller:v2.12.3,tiller,"app:helm,name:tiller,pod-template-hash:3551410923",kube-system,minikube,tiller-deploy-7995854f67-9qmq9,2019-03-13T16:00:00Z,pod_container,1492494765
312,312,default,k8s.gcr.io/heapster-influxdb-amd64:v1.3.3,influxdb,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:influx-grafana",kube-system,minikube,influxdb-grafana-5hmvj,2019-03-13T16:00:00Z,pod_container,5545844688
313,313,default,thadoop:latest,hdfs-dn,"app:hadoop,component:hdfs-dn,controller-revision-hash:thadoop-hadoop-hdfs-dn-698685c795,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-hdfs-dn-0",default,minikube,thadoop-hadoop-hdfs-dn-0,2019-03-13T16:00:00Z,pod_container,13566087093
314,314,default,k8s.gcr.io/kube-proxy-amd64:v1.10.0,kube-proxy,"controller-revision-hash:1193416634,k8s-app:kube-proxy,pod-template-generation:1",kube-system,minikube,kube-proxy-bd9mv,2019-03-13T16:00:00Z,pod_container,8053118545
315,315,default,k8s.gcr.io/heapster-grafana-amd64:v4.4.3,grafana,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:influx-grafana",kube-system,minikube,influxdb-grafana-5hmvj,2019-03-13T16:00:00Z,pod_container,3952579894
316,316,default,k8s.gcr.io/kube-controller-manager-amd64:v1.10.0,kube-controller-manager,"component:kube-controller-manager,tier:control-plane",kube-system,minikube,kube-controller-manager-minikube,2019-03-13T16:00:00Z,pod_container,115318307514
317,317,default,k8s.gcr.io/kube-apiserver-amd64:v1.10.0,kube-apiserver,"component:kube-apiserver,tier:control-plane",kube-system,minikube,kube-apiserver-minikube,2019-03-13T16:00:00Z,pod_container,113576123193
318,318,default,,pods,,,minikube,,2019-03-13T16:00:00Z,sys_container,726584936994
319,319,default,thadoop:latest,yarn-nm,"app:hadoop,component:yarn-nm,controller-revision-hash:thadoop-hadoop-yarn-nm-cb755ff8b,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-nm-0",default,minikube,thadoop-hadoop-yarn-nm-0,2019-03-13T16:00:00Z,pod_container,19397950983
320,320,default,k8s.gcr.io/kubernetes-dashboard-amd64:v1.10.0,kubernetes-dashboard,"addonmanager.kubernetes.io/mode:Reconcile,app:kubernetes-dashboard,pod-template-hash:2907971843,version:v1.10.0",kube-system,minikube,kubernetes-dashboard-6f4cfc5d87-nj9l2,2019-03-13T16:00:00Z,pod_container,887484551
321,321,default,k8s.gcr.io/kube-scheduler-amd64:v1.10.0,kube-scheduler,"component:kube-scheduler,tier:control-plane",kube-system,minikube,kube-scheduler-minikube,2019-03-13T16:00:00Z,pod_container,30087693292
322,322,default,,kubelet,,,minikube,,2019-03-13T16:00:00Z,sys_container,113738943556
323,323,default,,docker-daemon,,,minikube,,2019-03-13T16:00:00Z,sys_container,340460365967
324,324,default,k8s.gcr.io/k8s-dns-kube-dns-amd64:1.14.8,kubedns,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T16:00:00Z,pod_container,2049426290
325,325,default,gcr.io/k8s-minikube/storage-provisioner:v1.8.1,storage-provisioner,"addonmanager.kubernetes.io/mode:Reconcile,integration-test:storage-provisioner",kube-system,minikube,storage-provisioner,2019-03-13T16:00:00Z,pod_container,1064778618
326,326,default,k8s.gcr.io/heapster-amd64:v1.5.3,heapster,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:heapster,version:v1.5.3",kube-system,minikube,heapster-sqhwg,2019-03-13T16:00:00Z,pod_container,1020241237
327,327,default,blackflagxxx/abench-influxdb-client:latest,influxdb-client,"app:influxdb-client,pod-template-hash:3160545435",kube-system,minikube,influxdb-client-75b4989879-tl9mm,2019-03-13T16:00:00Z,pod_container,2032361489
328,328,default,thadoop:latest,yarn-nm,"app:hadoop,component:yarn-nm,controller-revision-hash:thadoop-hadoop-yarn-nm-cb755ff8b,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-nm-1",default,minikube,thadoop-hadoop-yarn-nm-1,2019-03-13T16:00:00Z,pod_container,19321903529
329,329,default,k8s.gcr.io/k8s-dns-sidecar-amd64:1.14.8,sidecar,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T16:00:00Z,pod_container,2690656844
330,330,default,k8s.gcr.io/k8s-dns-dnsmasq-nanny-amd64:1.14.8,dnsmasq,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T16:00:00Z,pod_container,2830262790
331,331,default,,,"beta.kubernetes.io/arch:amd64,beta.kubernetes.io/os:linux,kubernetes.io/hostname:minikube,node-role.kubernetes.io/master:",,minikube,,2019-03-13T16:00:00Z,node,1278396414983
332,332,default,thadoop:latest,hdfs-nn,"app:hadoop,component:hdfs-nn,controller-revision-hash:thadoop-hadoop-hdfs-nn-854889dc98,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-hdfs-nn-0",default,minikube,thadoop-hadoop-hdfs-nn-0,2019-03-13T16:00:00Z,pod_container,114571369301
333,333,default,thadoop:latest,yarn-rm,"app:hadoop,component:yarn-rm,controller-revision-hash:thadoop-hadoop-yarn-rm-846f95589d,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-rm-0",default,minikube,thadoop-hadoop-yarn-rm-0,2019-03-13T16:00:00Z,pod_container,32298893964
334,334,default,thadoop:latest,hdfs-nn,"app:hadoop,component:hdfs-nn,controller-revision-hash:thadoop-hadoop-hdfs-nn-854889dc98,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-hdfs-nn-0",default,minikube,thadoop-hadoop-hdfs-nn-0,2019-03-13T16:01:00Z,pod_container,119474586849
335,335,default,thadoop:latest,yarn-rm,"app:hadoop,component:yarn-rm,controller-revision-hash:thadoop-hadoop-yarn-rm-846f95589d,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-rm-0",default,minikube,thadoop-hadoop-yarn-rm-0,2019-03-13T16:01:00Z,pod_container,33072176423
336,336,default,k8s.gcr.io/kube-controller-manager-amd64:v1.10.0,kube-controller-manager,"component:kube-controller-manager,tier:control-plane",kube-system,minikube,kube-controller-manager-minikube,2019-03-13T16:01:00Z,pod_container,121842731233
337,337,default,gcr.io/kubernetes-helm/tiller:v2.12.3,tiller,"app:helm,name:tiller,pod-template-hash:3551410923",kube-system,minikube,tiller-deploy-7995854f67-9qmq9,2019-03-13T16:01:00Z,pod_container,1504931036
338,338,default,k8s.gcr.io/etcd-amd64:3.1.12,etcd,"component:etcd,tier:control-plane",kube-system,minikube,etcd-minikube,2019-03-13T16:01:00Z,pod_container,107250426596
339,339,default,k8s.gcr.io/kube-addon-manager:v8.6,kube-addon-manager,"component:kube-addon-manager,kubernetes.io/minikube-addons:addon-manager,version:v8.6",kube-system,minikube,kube-addon-manager-minikube,2019-03-13T16:01:00Z,pod_container,76790908696
340,340,default,k8s.gcr.io/heapster-grafana-amd64:v4.4.3,grafana,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:influx-grafana",kube-system,minikube,influxdb-grafana-5hmvj,2019-03-13T16:01:00Z,pod_container,4029788078
341,341,default,k8s.gcr.io/heapster-influxdb-amd64:v1.3.3,influxdb,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:influx-grafana",kube-system,minikube,influxdb-grafana-5hmvj,2019-03-13T16:01:00Z,pod_container,5707981812
342,342,default,k8s.gcr.io/kube-proxy-amd64:v1.10.0,kube-proxy,"controller-revision-hash:1193416634,k8s-app:kube-proxy,pod-template-generation:1",kube-system,minikube,kube-proxy-bd9mv,2019-03-13T16:01:00Z,pod_container,8362997186
343,343,default,thadoop:latest,hdfs-dn,"app:hadoop,component:hdfs-dn,controller-revision-hash:thadoop-hadoop-hdfs-dn-698685c795,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-hdfs-dn-0",default,minikube,thadoop-hadoop-hdfs-dn-0,2019-03-13T16:01:00Z,pod_container,13916267653
344,344,default,,,"beta.kubernetes.io/arch:amd64,beta.kubernetes.io/os:linux,kubernetes.io/hostname:minikube,node-role.kubernetes.io/master:",,minikube,,2019-03-13T16:01:00Z,node,1312202592239
345,345,default,,docker-daemon,,,minikube,,2019-03-13T16:01:00Z,sys_container,344911573471
346,346,default,thadoop:latest,yarn-nm,"app:hadoop,component:yarn-nm,controller-revision-hash:thadoop-hadoop-yarn-nm-cb755ff8b,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-nm-0",default,minikube,thadoop-hadoop-yarn-nm-0,2019-03-13T16:01:00Z,pod_container,20368176910
347,347,default,k8s.gcr.io/kube-apiserver-amd64:v1.10.0,kube-apiserver,"component:kube-apiserver,tier:control-plane",kube-system,minikube,kube-apiserver-minikube,2019-03-13T16:01:00Z,pod_container,118119721606
348,348,default,,pods,,,minikube,,2019-03-13T16:01:00Z,sys_container,750348392593
349,349,default,,kubelet,,,minikube,,2019-03-13T16:01:00Z,sys_container,119080074484
350,350,default,k8s.gcr.io/kubernetes-dashboard-amd64:v1.10.0,kubernetes-dashboard,"addonmanager.kubernetes.io/mode:Reconcile,app:kubernetes-dashboard,pod-template-hash:2907971843,version:v1.10.0",kube-system,minikube,kubernetes-dashboard-6f4cfc5d87-nj9l2,2019-03-13T16:01:00Z,pod_container,910325771
351,351,default,k8s.gcr.io/kube-scheduler-amd64:v1.10.0,kube-scheduler,"component:kube-scheduler,tier:control-plane",kube-system,minikube,kube-scheduler-minikube,2019-03-13T16:01:00Z,pod_container,31619268976
352,352,default,k8s.gcr.io/k8s-dns-dnsmasq-nanny-amd64:1.14.8,dnsmasq,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T16:01:00Z,pod_container,2850013218
353,353,default,k8s.gcr.io/heapster-amd64:v1.5.3,heapster,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:heapster,version:v1.5.3",kube-system,minikube,heapster-sqhwg,2019-03-13T16:01:00Z,pod_container,1092364311
354,354,default,k8s.gcr.io/k8s-dns-kube-dns-amd64:1.14.8,kubedns,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T16:01:00Z,pod_container,2111696221
355,355,default,gcr.io/k8s-minikube/storage-provisioner:v1.8.1,storage-provisioner,"addonmanager.kubernetes.io/mode:Reconcile,integration-test:storage-provisioner",kube-system,minikube,storage-provisioner,2019-03-13T16:01:00Z,pod_container,1112770474
356,356,default,k8s.gcr.io/k8s-dns-sidecar-amd64:1.14.8,sidecar,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T16:01:00Z,pod_container,2866400022
357,357,default,blackflagxxx/abench-influxdb-client:latest,influxdb-client,"app:influxdb-client,pod-template-hash:3160545435",kube-system,minikube,influxdb-client-75b4989879-tl9mm,2019-03-13T16:01:00Z,pod_container,2100734950
358,358,default,thadoop:latest,yarn-nm,"app:hadoop,component:yarn-nm,controller-revision-hash:thadoop-hadoop-yarn-nm-cb755ff8b,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-nm-1",default,minikube,thadoop-hadoop-yarn-nm-1,2019-03-13T16:01:00Z,pod_container,20190497273
359,359,default,blackflagxxx/abench-influxdb-client:latest,influxdb-client,"app:influxdb-client,pod-template-hash:3160545435",kube-system,minikube,influxdb-client-75b4989879-tl9mm,2019-03-13T16:02:00Z,pod_container,2175698701
360,360,default,thadoop:latest,yarn-nm,"app:hadoop,component:yarn-nm,controller-revision-hash:thadoop-hadoop-yarn-nm-cb755ff8b,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-nm-1",default,minikube,thadoop-hadoop-yarn-nm-1,2019-03-13T16:02:00Z,pod_container,20923328752
361,361,default,k8s.gcr.io/heapster-influxdb-amd64:v1.3.3,influxdb,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:influx-grafana",kube-system,minikube,influxdb-grafana-5hmvj,2019-03-13T16:02:00Z,pod_container,5845525601
362,362,default,k8s.gcr.io/kube-controller-manager-amd64:v1.10.0,kube-controller-manager,"component:kube-controller-manager,tier:control-plane",kube-system,minikube,kube-controller-manager-minikube,2019-03-13T16:02:00Z,pod_container,126445551245
363,363,default,thadoop:latest,hdfs-nn,"app:hadoop,component:hdfs-nn,controller-revision-hash:thadoop-hadoop-hdfs-nn-854889dc98,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-hdfs-nn-0",default,minikube,thadoop-hadoop-hdfs-nn-0,2019-03-13T16:02:00Z,pod_container,122902401096
364,364,default,thadoop:latest,yarn-rm,"app:hadoop,component:yarn-rm,controller-revision-hash:thadoop-hadoop-yarn-rm-846f95589d,release:thadoop,statefulset.kubernetes.io/pod-name:thadoop-hadoop-yarn-rm-0",default,minikube,thadoop-hadoop-yarn-rm-0,2019-03-13T16:02:00Z,pod_container,33948810409
365,365,default,k8s.gcr.io/heapster-grafana-amd64:v4.4.3,grafana,"addonmanager.kubernetes.io/mode:Reconcile,k8s-app:influx-grafana",kube-system,minikube,influxdb-grafana-5hmvj,2019-03-13T16:02:00Z,pod_container,4078174468
366,366,default,gcr.io/kubernetes-helm/tiller:v2.12.3,tiller,"app:helm,name:tiller,pod-template-hash:3551410923",kube-system,minikube,tiller-deploy-7995854f67-9qmq9,2019-03-13T16:02:00Z,pod_container,1538712070
367,367,default,k8s.gcr.io/kube-addon-manager:v8.6,kube-addon-manager,"component:kube-addon-manager,kubernetes.io/minikube-addons:addon-manager,version:v8.6",kube-system,minikube,kube-addon-manager-minikube,2019-03-13T16:02:00Z,pod_container,78242810882
368,368,default,k8s.gcr.io/etcd-amd64:3.1.12,etcd,"component:etcd,tier:control-plane",kube-system,minikube,etcd-minikube,2019-03-13T16:02:00Z,pod_container,109553697992
369,369,default,k8s.gcr.io/k8s-dns-sidecar-amd64:1.14.8,sidecar,"k8s-app:kube-dns,pod-template-hash:4290830601",kube-system,minikube,kube-dns-86f4d74b45-mfgg8,2019-03-13T16:02:00Z,pod_container,3030922092
370,370,default,,pods,,,minikube,,2019-03-13T16:02:00Z,sys_container,772035011517
371,371,default,,,"beta.kubernetes.io/arch:amd64,beta.kubernetes.io/os:linux,kubernetes.io/hostname:minikube,node-role.kubernetes.io/master:",,minikube,,2019-03-13T16:02:00Z,node,1343811221383
